Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment,Action,KMeans_Cluster
12854,197,146,1495.12,1,5,4,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
12855,8,63,386.04,5,4,3,Champions,Reward with VIP programs and brand ambassador opportunities.,3
12857,72,67,1678.35,2,4,5,At Risk,Launch win-back campaigns and offer special discounts.,3
12858,19,48,157.97,4,3,1,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12859,94,19,462.9,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
12860,329,16,42.72,1,2,1,Hibernating,Re-engage with reminder emails and promotions.,2
12861,255,3,55.5,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
12862,61,123,827.42,3,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
12863,15,30,894.05,5,2,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12864,144,1,0.95,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
12865,14,93,1579.58,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
12866,110,34,586.93,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
12867,33,518,3738.62,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
12868,9,39,640.0,5,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12869,317,35,230.57,1,3,2,At Risk,Launch win-back campaigns and offer special discounts.,2
12870,11,81,1278.14,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
12871,75,1,17.0,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,3
12872,1,361,2861.47,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
12873,33,24,943.3,4,2,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12874,21,39,706.7,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12876,30,74,1299.56,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
12877,37,121,1402.73,3,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
12880,17,35,613.73,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12887,19,11,194.7,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
12889,17,23,344.06,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12890,23,55,289.25,4,3,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12892,32,17,253.43,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12894,211,18,111.9,1,2,1,Hibernating,Re-engage with reminder emails and promotions.,0
12897,17,9,239.75,4,1,2,Promising,Encourage repeat purchases with cross-selling.,3
12898,295,31,158.32,1,3,1,At Risk,Launch win-back campaigns and offer special discounts.,2
12899,49,14,243.85,3,1,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
12900,58,12,302.08,3,1,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
12903,64,38,785.85,3,3,4,Need Attention,Use personalized outreach and surveys.,3
12905,212,45,755.14,1,3,4,At Risk,Launch win-back campaigns and offer special discounts.,0
12907,31,20,403.71,4,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12909,60,59,799.16,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
12910,15,34,1388.8,5,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12911,187,233,1371.84,1,5,4,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
12913,4,27,1103.5,5,2,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12914,36,6,81.06,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
12915,8,38,620.55,5,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12916,78,64,1116.69,2,4,4,At Risk,Launch win-back campaigns and offer special discounts.,3
12917,36,33,699.6,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12920,207,31,317.56,1,3,2,At Risk,Launch win-back campaigns and offer special discounts.,0
12921,2,725,15013.14,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
12923,26,27,444.75,4,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12924,29,39,686.8199999999999,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12925,228,4,25.2,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
12926,47,268,1472.16,3,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
12927,30,10,180.36,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
12928,14,85,1739.81,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
12931,185,8,514.68,1,1,3,Hibernating,Re-engage with reminder emails and promotions.,0
12932,175,84,1271.78,2,4,4,At Risk,Launch win-back campaigns and offer special discounts.,0
12933,16,176,924.65,4,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
12935,11,112,1895.11,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
12937,99,89,1232.69,2,4,4,At Risk,Launch win-back campaigns and offer special discounts.,0
12939,25,2,162.72,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
12941,360,24,304.77,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
12942,1,14,207.75,5,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12943,194,16,224.5,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
12945,292,28,437.16,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,2
12946,72,18,293.8,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,3
12947,9,15,264.24,5,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12948,366,6,117.0,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
12949,18,453,10039.74,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
12951,22,129,2121.75,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
12953,158,28,433.65999999999997,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
12954,274,9,136.95,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
12956,320,22,399.9,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,2
12957,177,231,4255.15,1,5,5,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
12958,36,54,451.09000000000003,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12959,120,5,63.6,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
12960,49,61,1071.07,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
12961,15,39,198.07,5,3,1,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12963,1,88,1646.37,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
12964,73,26,132.24,2,2,1,Hibernating,Re-engage with reminder emails and promotions.,3
12967,7,49,1233.42,5,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12969,238,4,109.7,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
12970,16,226,909.73,4,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
12971,2,93,2861.01,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
12972,49,67,946.52,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
12973,49,4,70.05,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
12974,201,24,264.15,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
12975,72,99,1710.77,2,4,5,At Risk,Launch win-back campaigns and offer special discounts.,3
12976,14,119,2078.3,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
12977,137,46,314.74,2,3,2,At Risk,Launch win-back campaigns and offer special discounts.,0
12978,21,158,2370.98,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
12979,365,50,320.91,1,3,2,At Risk,Launch win-back campaigns and offer special discounts.,2
12980,51,6,527.76,3,1,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
12982,30,136,2134.39,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
12983,234,22,314.88,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
12986,64,85,1768.57,3,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
12987,56,31,547.46,3,3,3,Need Attention,Use personalized outreach and surveys.,3
12989,133,12,917.7,2,1,4,Hibernating,Re-engage with reminder emails and promotions.,0
12990,86,9,253.5,2,1,2,Hibernating,Re-engage with reminder emails and promotions.,3
12991,25,10,165.76,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
12992,361,6,93.35,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
12993,81,45,768.75,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,3
12996,11,17,246.95,5,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12997,30,46,860.28,4,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
12998,128,51,707.12,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
13000,361,29,465.8,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,2
13001,40,647,10925.47,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13002,52,16,293.18,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13004,22,388,5538.64,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13005,67,25,353.83,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13007,215,7,116.1,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13008,33,20,331.66,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13010,10,8,242.39999999999998,5,1,2,New Customers,Deliver a strong onboarding experience and welcome discounts.,3
13011,8,3,50.55,5,1,1,New Customers,Deliver a strong onboarding experience and welcome discounts.,3
13012,65,59,1209.98,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13013,7,307,6745.48,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13014,68,104,1695.34,3,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13015,74,148,2287.77,2,5,5,Can't Lose Them,Offer strong retention incentives and appreciation messages.,3
13018,49,132,2053.2599999999998,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13019,15,54,1204.45,5,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13020,198,39,618.96,1,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
13021,10,115,2040.94,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13022,65,4,50.3,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13023,164,26,410.66,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
13024,106,26,468.02,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
13025,367,10,203.15,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,2
13026,227,36,578.4399999999999,1,3,3,At Risk,Launch win-back campaigns and offer special discounts.,2
13029,10,5,81.0,5,1,1,New Customers,Deliver a strong onboarding experience and welcome discounts.,3
13030,4,56,337.49,5,3,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13031,43,409,3049.64,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13032,28,125,1380.1200000000001,4,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13033,65,2,30.0,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13034,5,18,279.90999999999997,5,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13035,67,12,300.0,3,1,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13036,320,2,49.0,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
13037,35,172,2751.29,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13039,220,43,800.73,1,3,4,At Risk,Launch win-back campaigns and offer special discounts.,0
13041,86,32,623.63,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,3
13042,234,190,1402.59,1,5,4,Can't Lose Them,Offer strong retention incentives and appreciation messages.,2
13044,128,350,3374.16,2,5,5,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
13045,37,26,493.69,3,2,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13046,92,21,319.94,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,3
13047,9,176,3869.66,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13048,72,131,2144.62,2,5,5,Can't Lose Them,Offer strong retention incentives and appreciation messages.,3
13049,25,9,362.76,4,1,2,Promising,Encourage repeat purchases with cross-selling.,3
13050,2,567,5666.77,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13051,214,3,80.8,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13052,56,224,2578.48,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13053,257,17,127.65,1,2,1,Hibernating,Re-engage with reminder emails and promotions.,2
13055,65,74,1028.1299999999999,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13056,187,15,148.82999999999998,1,2,1,Hibernating,Re-engage with reminder emails and promotions.,0
13057,166,35,372.2,2,3,2,At Risk,Launch win-back campaigns and offer special discounts.,0
13059,49,173,1758.57,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13063,116,12,188.4,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13064,186,22,398.0,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
13065,9,56,965.25,5,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13067,45,15,363.2,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13069,5,662,3426.11,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13070,95,23,464.4,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
13071,248,10,78.22,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
13073,47,24,347.33,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13074,147,20,481.5,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
13076,93,9,135.4,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13077,2,223,2168.87,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13078,2,398,13001.03,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13079,53,11,199.08,3,1,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13080,37,12,202.75,3,1,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13081,7,1179,22300.52,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13082,60,38,1039.56,3,3,4,Need Attention,Use personalized outreach and surveys.,3
